XamlStr535;P&L (unrealised.);Прибыль (нереализ.)
XamlStr536;P&L (realized.);Прибыль (реализ.)
XamlStr537;Apply;Применить
XamlStr538;Currency convertion sample application;Пример - перевод валют
XamlStr539;Option quoting sample application;Пример котирования по волатильности
XamlStr540;AlfaDirect sample application;Пример работы с AlfaDirect
XamlStr541;BitStamp sample application;Пример работы с BitStamp
XamlStr542;Blackwood/Fusion sample application;Пример работы с Blackwood/Fusion
XamlStr543;BTCE sample application;Пример работы с BTCE
XamlStr544;CQG sample application;Пример работы с CQG
XamlStr545;ETrade sample application;Пример работы с ETrade
XamlStr546;FIX sample application;Пример работы с FIX
XamlStr547;Interactive Brokers sample application;Пример работы с Interactive Brokers
XamlStr548;IQFeed sample application;Пример работы с IQFeed
XamlStr549;LMAX sample application;Пример работы с LMAX
XamlStr550;Micex sample application;Пример работы с Micex
XamlStr551;OANDA sample application;Пример работы с OANDA
XamlStr552;OpenECry sample application;Пример работы с OpenECry
XamlStr553;Plaza2 sample application;Пример работы с Plaza2
XamlStr554;Quik sample application;Пример работы с Quik
XamlStr555;Quik+SmartCOM sample application;Пример работы с Quik+SmartCOM
XamlStr556;Rithmic sample application;Пример работы с Rithmic
XamlStr557;RSS sample application;Пример работы с RSS
XamlStr558;Sterling sample application;Пример работы с Sterling
XamlStr559;Transaq sample application;Пример работы с Transaq
XamlStr560;SmartCOM sample application;Пример работы со SmartCOM
XamlStr561;Market simulator sample application;Пример симулятора торгов
XamlStr562;Backtesting sample application;Пример тестирование на истории
XamlStr563;Backtesting (multi thread) sample application;Пример тестирование на истории (многопоточный)
XamlStr564;Sample data testing application;Пример тестирование на случайных данных
XamlStr565;Quik. Export tables sample application;Пример экспорта произвольных таблиц с Quik
XamlStr566;Quik. Export extended tables sample application;Пример экспорта расширенных таблиц с Quik
XamlStr567;Quik. Async orders;Пример-Асинхронные заявки
XamlStr568;Candles sample application;Пример-свечи
XamlStr569;Sync connector sample application;Пример-Синхронизованное подключение
XamlStr570;SMA sample application;Пример-Скользящие Средние
XamlStr571;Approve;Принять
XamlStr572;Check;Проверить
XamlStr573;Check DDE:;Проверить DDE:
XamlStr574;Check Quik's tables settings;Проверить настройки таблиц в Quik
XamlStr576;Asks (count);Продавцы (кол-во)
XamlStr577;Asks (volume);Продавцы (объем)
