Str2547;Address Admin;Адрес Admin
Str2548;Server address for obtaining service data.;Адрес сервера для получения служебных данных.
Str2549;Source does not support data download for all securities.;Источник не поддерживает закачку данных по всем инструментам.
Str2550;Download has been interrupted.;Загрузка была прервана.
Str2551;Unexpected disconnection.;Неожиданное отключение.
Str2552;OEC logging is incompatible with Remoting in Secondary mode. Logging is disabled.;Логирование OEC несовместимо с использованием Remoting в режиме Secondary. Логирование отключено.
Str2553Params;Stop type is incorrect ({0});Тип стопа некорректен ({0})
Str2554;Trailing stops are only supported for contracts of equity or future types.;Trailing стопы поддерживаются только для контрактов типа equity или future.
Str2555Params;Asset type is incorrect ({0});Тип актива некорректен ({0})
Str2556Params;Order did not pass verification for the following fields: {0};Заявка не прошла проверку по следующим полям: {0}
Str2557Params;Unexpected state of order: {0};Неожиданное состояние заявки: {0}
Str2558;Disabled;Отключен
Str2559;Automatically;Автоматически
Str2560;Secondary;Второстепенный
Str2561;Connection to OpenECry broker.;Подключение к брокеру OpenECry.
Str2562;OpenECry API server address.;Адрес API сервера OpenECry.
Str2563;OpenECry user name.;Имя пользователя OpenECry.
Str2564;OpenECry user password.;Пароль пользователя OpenECry.
Str2565;Unique software ID.;Уникальный идентификатор программного обеспечения.
Str2566;Required mode of connection to the terminal.;Требуемый режим подключения к терминалу.
Str2567;"Use ""native"" reconnection mechanism.";"Использовать ""родной"" механизм восстановления подключения."
Str2568;Use OpenECry API logging.;Использовать логирование OpenECry API.
Str2570;Stop type;Тип стопа
Str2571;Stop type.;Тип стопа.
Str2572;Trailing stop follows the market if price change is larger than Delta.;Trailing стоп следует за рынком если изменение цены больше чем Delta.
Str2573;Delta percentage;Delta в процентах
Str2574;Delta expressed as a percentage.;Delta выражена в процентах.
Str2575;Trigger field;Поле срабатывания
Str2576;Trigger field.;Поле срабатывания.
Str2577;Trailing stop begins tracking once the price reaches ReferencePrice.;Trailing стоп начинает слежение, как только цена достигает ReferencePrice.
Str2578Params;Order '{0}' direction is not supported.;Направление заявки '{0}' не поддерживается.
Str2579Params;Incorrect type of order '{0}'.;Неверный тип заявки '{0}'.
Str2580;Wrong data received.;Получены неверные данные.
Str2581;User blocked.;Пользователь заблокирован.
Str2582;Session was closed by user.;Сессия была закрыта пользователем.
Str2583;User account expired.;Срок действия учетной записи истек.
Str2584;Client version out of date. Update required.;Устаревшая версия клиента. Требуется обновление.
Str2585;Incorrect user name or password.;Неверное имя пользователя или пароль.
Str2586;User temporarily blocked.;Пользователь временно заблокирован.
Str2587;Connection is not allowed for current software.;Для данного ПО подключение не разрешено.
Str2588;User with same name is already connected to server.;Пользователь с таким именем уже подключен к серверу.
Str2590Params;Quote for {0} have zero volume.;Котировка для {0} имеет нулевой объем.
Str2591Params;Price of best bid {0} is greater or equal to the price of best ask {1} for security {0}.;Цена лучшего бида {0} больше или равна цене лучшего оффера {1} для инструмента {0}.
Str2592;Connection to RTS.;Подключение к РТС.
Str2593;Additional;Дополнительное
Str2594;Server address. By default it's value us equal to the local computer address 127.0.0.1:4001.;Адрес сервера. По-умолчанию значение равно адресу локального компьютера 127.0.0.1:4001.
Str2595;Name prefix;Префикс имени
Str2596;Prefix in name of Plaza connection program.;Префикс в имени приложения Plaza соединения.
UseCGate;Use CGate;Использовать CGate
Str2598;Should CGate be used to trade through Plaza or use old COM.;Использовать ли CGate для торговли через Plaza или использовать старый COM.
CGateId;CGate ID;Идентификатор CGate
Str2600;Client software ID. Used in Cgate mode.;Идентификатор клиентского ПО. Используется при режиме CGate.
Str2601;Login. Used in case of an authorized router connection.;Логин. Используется в случае авторизованного подключения к роутеру.
Str2602;Password. Used in case of authorized router connection.;Пароль. Используется в случае авторизованного подключения к роутеру.
Str2603;Time, during which messages from data stream are expected to be received or transactions are expected to be sent.;Время, в течение которого ожидается получение сообщения из потока данных или отправка транзакций.
Str2604;Local protocol;Локальный протокол
Str2605;Use SharedMem protocol when connecting to local router. By default it is not used.;Использовать SharedMem протокол при соединении с локальным роутером. По-умолчанию не используется.
Str2606;Tables;Таблицы
Str2607;List of tables for receiving data.;Список таблиц для получения данных.
Str2608;Transaction time-out;Тайм-аут транзакции
Str2609;Time, during which an answer for transaction is expected. By default equal to 5 seconds.;Время, в течении которого ожидается ответ для транзакции. По-умолчанию равно 5 секундам.
Str2610;Transactional threads;Транзакционных потоков
Str2611;Number of transactional threads. Default value is 1.;Число транзакционных потоков. Значение по умолчанию равно 1.
Str2612;Number of transactional threads can not be less than 1.;Число транзакционных потоков не может быть меньше 1.
Str2613;Trades from OL;Сделки из ОЛ
Str2614;Use orders log to create ticks7. Disabled by default.;Использовать лог заявок (orders log) для создания тиковых сделок. По-умолчанию выключено.
Str2615;Market depths from OL;Стаканы из ОЛ
Str2616;Use orders log to create market depths. Disabled by default.;Использовать лог заявок (orders log) для создания стаканов. По-умолчанию выключено.
Str2617;System trades;Системные сделки
Str2618;Transmit only system trades. By default equal true.;Передавать только системные сделки. По-умолчанию значение равно true.
Str2619;Broker firm code.;Код брокерской фирмы.
Str2620;Configuration;Конфигурация
Str2621;Path to directory, where Plaza streams schemas will be stored.;Путь к директории, в которой будут храниться схемы потоков Plaza.
Str2622;Revisions;Ревизии
Str2623;Path to directory, where revisions will be saved.;Путь к директории, куда будут сохраняться ревизии.
Str2624;Path to directory,  куда будут сохраняться файлы Plaza SDK.;Путь к директории, куда будут сохраняться файлы Plaza SDK.
Str2625Params;{0} is not a stream of aggregated futures market depths.;{0} не является потоком агрегированных стаканов фьючерсов.
Str2626Params;{0} is not a stream of aggregated options market depths.;{0} не является потоком агрегированных стаканов опционов.
Str2627;Data tables collection is empty.;Коллекция таблиц данных пуста.
Str2628;Streams of market depths with varying depth can not be simultaneously exported.;Нельзя одновременно экспортировать потоки стаканов с разной глубиной.
Str2629Params;Unknown order action {0}.;Неизвестное действие заявки {0}.
Str2630;Error connecting to Plaza server.;Ошибка подключения к серверу Plaza.
Str2631Params;Connection lost. Connection state {0}.;Подключение потеряно. Состояние подключения {0}.
Str2632Params;Unknown connection {0} state.;Неизвестное состояние соединения {0}.
Str2633;Plaza error.;Ошибка Plaza.
Str2634;Threads pool was not stopped in the allocated time.;Пул потоков не был остановлен за отведенное время.
Str2635;Futures: orders log;Фьючерсы: журнал заявок
Str2636;Futures: trades log;Фьючерсы: журнал сделок
Str2637;Futures: multileg trades log;Фьючерсы: журнал сделок по связкам
Str2638;Futures: multileg orders log;Фьючерсы: журнал заявок по связкам
Str2639;Futures: utility table of server hours;Фьючерсы: служебная таблица серверных часов
Str2640;Events table;Таблица событий
Str2641;Options: orders log;Опционы: журнал заявок
Str2642;Options: trades log;Опционы: журнал сделок
Str2643;Options: server hours utility table;Опционы: служебная таблица серверных часов
Str2644;Order log. Anonymous order_log;Журнал заявок. Анонимный order_log
Str2645;Order log (multileg). Anonymous order_log;Журнал заявок по связкам. Анонимный order_log
AnonymousTradesLog;Anonymous trades log.;Поток анонимных сделок. Журнал сделок.
Str2646;Market depth shashot. Orders log table.;Срез стакана. Логовая таблица заявок.
Str2647;Market depth shashot. Common info.;Срез стакана. Информация о стаканах.
Str2648;Futures: market depth shashot (common info);Фьючерсы: срез стакана (информация о стаканах)
Str2649;Futures: market depth shashot (orders log);Фьючерсы: срез стакана (логовая таблица заявок)
Str2650;Options: market depth shashot (common info);Опционы: срез стакана (информация о стаканах)
Str2651;Options: market depth shashot (orders log);Опционы: срез стакана (логовая таблица заявок)
Str2652;Futures: session information;Фьючерсы: общая информация по сессии
Str2653;Options: session information;Опционы: общая информация по сессии
Str2654;Futures: 20 quotes deep market depth;Фьючерсы: стакан глубиной 20 котировок
Str2655;Options: 20 quotes deep market depth;Опционы: стакан глубиной 20 котировок
Str2656;Futures: 50 quotes deep market depth;Фьючерсы: стакан глубиной 50 котировок
Str2657;Options: 50 quotes deep market depth;Опционы: стакан глубиной 50 котировок
Str2658;Futures: 5 quotes deep market depth;Фьючерсы: стакан глубиной 5 котировок
Str2659;Options: 5 quotes deep market depth;Опционы: стакан глубиной 5 котировок
Str2660;Clients positions;Позиции клиентов
Str2661;Clients' money and limits;Средства и лимиты клиентов
Str2662;Futures: deliveries report;Фьючерсы: отчет о поставке
Str2663;Futures: orders rejected during clearing;Фьючерсы: отвергнутые в клиринг заявки
Str2664;Futures: information about VM, calculated using intermediate clearing results;Фьючерсы: информация о ВМ, рассчитанной по результатам пром. клиринга
Str2665;Futures: bonds parameters reference guide;Фьючерсы: справочник параметров облигаций
Str2666;Futures: bonds securities reference guide;Фьючерсы: справочник инструментов облигаций
Str2667;Futures: accrued coupon interest on coupon payment dates;Фьючерсы: НКД на даты выплат купонов
Str2668;Futures: payment size of nominal bond price;Фьючерсы: размеры выплат номинальной стоимости облигации
Str2669;Transmission of USD rate;Трансляция курса USD
Str2670;Futures;Фьючерсы
Str2671;Futures: information about trading session;Фьючерсы: информация о торговой сессии
Str2672;Multileg reference guide;Справочник связок
Str2673;Futures: traded securities reference guide;Фьючерсы: справочник торгуемых инструментов
Str2674;Securities reference guide;Справочник инструментов
Str2675;Firm name reference guide;Справочник имен фирм
Str2676;Clients reference guide;Справочник клиентов
Str2677;Futures: clearing results — settlement prices;Фьючерсы: результаты клиринга - расчетные цены
Str2678;System messages;Системные сообщения
Str2679;Options: orders rejected during clearing;Опционы: отвергнутые в клиринг заявки
Str2680;Options: information about VM, calculated using intermediate clearing results;Опционы: информация о ВМ, рассчитанной по результатам пром. клиринга
Str2681;Options: expiration orders;Опционы: заявки на экспирацию
Str2682;Options: traded securities manual;Опционы: справочник торгуемых инструментов
Str2683;Options: clearing results — volatility and theoretical prices;Опционы: результаты клиринга - волатильность и теоретические цены
Str2684;Table with volatility coefficient;Таблица с коэффициентами волатильности
Str2685;Market-maker obligations in futures;Обязательства ММ по фьючерсам
Str2686;Market-maker obligations in options;Обязательства ММ по опционам
Str2687;Client's money in clearing;Клиентские деньги в клиринге
Str2688;Currencies and indexes exchange rates;Курсы валют и индексов
Str2689;Information about positional state at the time of futures evening clearing;Информация о позиционном состоянии на момент вечернего клиринга по фьючерсам
Str2690;Information about positional state at the time of options evening clearing;Информация о позиционном состоянии на момент вечернего клиринга по опционам
Str2691;Indexes;Индексы
Str2692;Indexes values history;История значений индексов
Str2693;Futures variation margin;Вариационная маржа по фьючерсам
Str2694;Options variation margin;Вариационная маржа по опционам
Str2695;Parameters of underlying contracts;Параметры базовых контрактов
Str2696;Futures parameters;Параметры фьючерсов
Str2697;Virtual futures parameters;Параметры виртуальных фьючерсов
Str2698;Options parameters;Параметры опционов
Str2699;Information about companies' parameters;Информация о параметрах фирм
Str2700;Information about clients' parameters;Информация о параметрах клиентов
Str2701;Information about the number of added points;Информация о количестве начисленных баллов
Str2702;Detailed information on the number of incorrect transactions;Детализированная информация по количеству некорректных транзакций
Str2703;Currencies exchange rates values;Значения курсов валют
Str2704;Stock market: all trades;Фондовый рынок: все сделки
Str2705;Foreign exchange market: all trades;Валютный рынок: все сделки
Str2706;Stock market: general information about securities;Фондовый рынок: общая информация по инструментам
Str2707;Foreign exchange market: general information about securities;Валютный рынок: общая информация по инструментам
Str2708;Stock market: securities quotes;Фондовый рынок: котировки по инструментам
Str2709;Foreign exchange market: securities quotes;Валютный рынок: котировки по инструментам
Str2710;Stock market: securities parameters;Фондовый рынок: параметры инструментов
Str2711;Foreign exchange market: securities parameters;Валютный рынок: параметры инструментов
Str2712;Stock market: currencies reference guide;Фондовый рынок: справочник валют
Str2713;Foreign exchange market: currencies directory;Валютный рынок: справочник валют
Str2714;Stock market: trading regimes;Фондовый рынок: режимы торгов
Str2715;Foreign exchange market: trading modes;Валютный рынок: режимы торгов
Str2716;Stock market: markets;Фондовый рынок: рынки
Str2717;Foreign exchange market: markets;Валютный рынок: рынки
Str2718;Stock market: calculations codes;Фондовый рынок: коды расчётов
Str2719;Currency exchange market: calculations codes;Валютный рынок: коды расчётов
Str2720;Stock market: trade server system time;Фондовый рынок: системное время торгового сервера
Str2721;Foreign exchange market: trading server system time;Валютный рынок: системное время торгового сервера
Str2722;Stock market: trading schedule;Фондовый рынок: расписание торгов
Str2723;Currency exchange market: trading schedule;Валютный рынок: расписание торгов
Str2724;Stock market: messages;Фондовый рынок: сообщения
Str2725;Foreign exchange market: messages;Валютный рынок: сообщения
Str2726;Stock market: information about trade server;Фондовый рынок: информация о торговом сервере
Str2727;Foreign exchange market: trade server information;Валютный рынок: информация о торговом сервере
Str2728;Stock market: trading schedule events types;Фондовый рынок: типы событий расписания торгов
Str2729;Currency exchange market: trading schedule events types;Валютный рынок: типы событий расписания торгов
Str2730;Stock market: accumulated income and REPO rates on settlement date;Фондовый рынок: накопленный доход и ставки РЕПО на дату расчетов
Str2731;Foreign exchange market: accumulated income and repo rates on settlement date;Валютный рынок: накопленный доход и ставки РЕПО на дату расчетов
Str2732Params;Table {0} not found.;Таблица {0} не найдена.
Str2733;Conditional orders are not supported by Plaza2 protocol.;Условные заявки не поддерживаются протоколом Plaza2.
Str2734;Error cancelling a group of transaction.;Ошибка при отмене группы транзакций.
Str2735Params;Failed to register order {0}.;Не удалось зарегистрировать заявку {0}.
Str2736;Incorrect ID value.;Неверное значение идентификатора.
Str2737;Comment can not be longer than 20 symbols.;Комментарий не может быть длиннее 20 символов.
Str2738Params;Path in registry {0} is missing.;Путь в реестре {0} отсутствует.
Str2739Params;Path {0} does not contain file name.;Путь {0} не содержит название файла.
Str2740;Router installed as a Windows service.;Роутер установлен как сервис Windows.
Str2741;Failed to stop router process.;Не удалось остановить процесс роутера.
Str2742Params;Column {0} already has an index.;Колонка {0} уже имеет индекс.
Str2743Params;Column {0} belongs to table {1}, whilst the table's system name is {2}.;Колонка {0} относиться к таблице {1}, в то время как сама таблица имеет системное имя {2}.
Str2744;Error occured.;Произошла ошибка.
Str2745Params;{0} Code {1}, discription '{2}'.;{0} Код {1}, описание '{2}'.
Str2746;Unknown type of state.;Неизвестный тип состояния.
Str2747Params;Column {0} of table {1} with index {2} is missing in the data.;Колонка {0} таблицы {1} с индексом {2} не присутствует в данных.
Str2748Params;Column {0} of table {1} has type '{2}'. Impossible to cast to type '{3}'.;Колонка {0} таблицы {1} имеет тип '{2}'. Приведение к типу '{3}' невозможно.
Str2749Params;Stream '{0}' is not initialized.;Поток '{0}' не инициализирован.
Str2750;Stream was not deinitialized from the previous launch.;Поток не был деинициализирован с предыдущего запуска.
Str2751;Configuration file not specified.;Конфигурационный файл не указан.
Str2752;Streams of data were not stopped from the previous launch.;Потоки данных не были остановлены с предыдущего запуска.
Str2753;Stream closing.;Закрытие потока.
Str2754Params;State of stream {0}.;Состояние потока {0}.
Str2755Params;Stream {0}.;Поток {0}.
Str2756;opening;открывается
Str2757;reopening;переоткрывается
Str2758Params;Stream completed its work. Opening stream {1}.;Поток закончил свою работу. Открывается поток {1}.
Str2759;Stream initialization.;Инициализация потока.
Str2760;Stream is stopping.;Остановка потока.
Str2761;Stream stopped.;Поток остановлен.
Str2762Params;Stream {0} threw an error.;Поток {0} выбросил ошибку.
Str2763Params;New entry for table {0} has wrong revision {1}.;Новая запись для таблицы {0} имеет неправильную ревизию {1}.
Str2764Params;Unacceptable type of data: {0};Неприемлемый тип данных: {0}
Str2765Params;Incorrect format: {0};Неверный формат: {0}
Str2766;Transactional threads were not stopped since the previous run.;Транзакционные потоки не были остановлены с предыдущего запуска.
Str2767;Wrong convertion to decimal.;Неправильная конвертация в decimal.
Str2768Params;Unknown type for column {0}.;Неизвестный тип для колонки {0}.
Str2769;Time-out.;Тайм-аут.
Str2770;Unknown type of message.;Неизвестный тип сообщения.
Str2771;Error initializing CGate.;Ошибка инициализации CGate.
Str2772;Error closing CGate.;Ошибка закрытия CGate.
Str2773Params;Error creating connection '{0}'.;Ошибка создания подключения '{0}'.
Str2774Params;Error receiving state of connection '{0}'.;Ошибка получения состояния подключения '{0}'.
Str2775Params;Error opening connection '{0}'.;Ошибка открытия подключения '{0}'.
Str2776Params;Error closing connection '{0}'.;Ошибка закрытия подключения '{0}'.
Str2777Params;Error processing connection {0}.;Ошибка обработки подключения {0}.
Str2778Params;Error destroying connection '{0}'.;Ошибка уничтожения подключения '{0}'.
Str2779Params;Error creating stream '{0}'.;Ошибка создания потока '{0}'.
Str2780Params;Error receiving state of stream '{0}'.;Ошибка получения состояния потока '{0}'.
Str2781Params;Error receiving schema of stream '{0}'.;Ошибка получения схемы потока '{0}'.
Str2782Params;Error closing stream '{0}'.;Ошибка закрытия потока '{0}'.
Str2783Params;Error destroying stream '{0}'.;Ошибка уничтожения потока '{0}'.
Str2784Params;Error creating publisher '{0}'.;Ошибка создания публикатора '{0}'.
Str2785Params;Error receiving state of publisher '{0}'.;Ошибка получения состояния публикатора '{0}'.
Str2786Params;Error opening publisher '{0}'.;Ошибка открытия публикатора '{0}'.
Str2787Params;Error closing publisher '{0}'.;Ошибка закрытия публикатора '{0}'.
Str2788Params;Error receiving schema of publisher '{0}'.;Ошибка получения схемы публикатора '{0}'.
Str2789Params;Error creating message '{0}' of publisher '{1}'.;Ошибка создания сообщения '{0}' публикатора '{1}'.
Str2790Params;Transaction '{0}' is not supported.;Транзакция '{0}' не поддерживается.
Str2791Params;Error sending message '{0}' of publisher '{1}'.;Ошибка отправки сообщения '{0}' публикатора '{1}'.
Str2792Params;Error deleting message '{0}' of publisher '{1}'.;Ошибка удаления сообщения '{0}' публикатора '{1}'.
Str2793Params;Error destroying publisher '{0}'.;Ошибка уничтожения публикатора '{0}'.
Str2794Params;Unknown type of reply '{0}'.;Неизвестный тип реплики '{0}'.
Str2795Params;Unknown stream {0} state.;Неизвестное состояние потока {0}.
Str2796;Parameter value can not be negative.;Значение параметра не может быть отрицательным.
Str2797;Unknown error.;Неизвестная ошибка.
Str2798;Connect through CGate.;Подключаться через CGate.
Str2799;Client software ID.;Идентификатор клиентского ПО.
Str2800;Transmit only system trades.;Передавать только системные сделки.
Str2801;Fast replication;Быстрая репликация
Str2802;Is fast replication being used.;Используется ли быстрая репликация.
Str2803;Use for old DDE connection.;Использовать для старое подключение DDE.
Str2804;Path;Путь
Str2805;Path to directory, where Quik is installed.;Путь к директории, где установлен Quik.
Str2806;Extra columns;Доп. колонки
Str2807;"List of extra columns for exporting changes from table ""Securities"".";"Список дополнительных колонок для экспорта изменений из таблицы ""Инструменты""."
Str2808;Extra columns history;Доп. колонки история
Str2809;"List of extra columns for exporting changes from table ""Securities (changes)"".";"Список дополнительных колонок для экспорта изменений из таблицы ""Инструменты (изменения)""."
Str2810;History of changes;История изменений
Str2811Params;Message type {0} is not supported.;Сообщение типа {0} не поддерживается.
Str2812;All securities data loading is only possible in DDE mode.;Закачка данных по всем инструментам возможна только для DDE режима.
Str2813;Should only system trades be loaded.;Закачивать ли только системные сделки.
Str2814;Evening session;Вечерняя сессия
Str2815;Download evening session data.;Скачивать данные вечерней сессии.
Str2817;Should an indicative rate of USD/RUR be loaded.;Закачивать ли индикативный курс USD/RUR.
Str2818;From what date to begin downloading data for USD/RUR.;С какой даты начать скачивать данные для USD/RUR.
Str2819;Download data for RTS Standard securities.;Скачивать данные для инструментов РТС Стандарт.
Str2820;Glue;Склеивать
Str2821;Glue trades for RTS Standard securities (trades for T+N are not split to folders).;Склеивать сделки для инструментов РТС Стандарт (сделки для T+N не разбиваются по папкам).
Str2822;Source of market-data from MICEX-RTS FTP-server.;Источник получения с биржи ММВБ-РТС рыночных данных c FTP-сервера.
Str2823Params;Start downloading trades for {0:d}.;Старт загрузки сделок за {0:d}.
Str2824;USD-RUR exchange rate;Курс USD-RUR
Str2825;BPI;ЛЧИ
Str2826;Source is designed to obtain data about the Best Private Investor contest.;Источник предназначен для получения данных о ходе конкурса ЛЧИ.
Str2827Params;Move to year {0}.;Переход к году {0}.
Str2828Params;Date {0:d} is out of range.;Дата {0:d} вне диапазона.
Str2829;Should 3rd SmartCOM version be used for connection.;Использовать ли 3-ю версию SmartCOM для подключения.
Str2830;UX (website);UX (сайт)
Str2831;Boards;Площадки
Str2832;Some associations do not have a filled in text value.;Некоторые ассоциации не имеют заполненного текстового значения.
Str2833;Some associations do not have a filled in S# value.;Некоторые ассоциации не имеют заполненного S# значения.
Str2834;Securities search in progress. Wait...;Идет поиск инструментов. Подождите...
Str2835;All securities;Все инструменты
Str2836;Script parameters.;Параметры скрипта.
Str2838;Path to data.;Путь к данным.
Str2839;Intraday volume;Объем внутри дня
Str2840;Volume profile;Профиль объема
Str2842;CSV import settings;Настройки импорта из CSV
Str2843;Full path to CSV file.;Полный путь к CSV файлу.
Str2844;Column separator;Разделитель колонок
Str2845;Column separator. Tabulation is denoted by TAB.;Разделитель колонок. Табуляция обозначается TAB.
Str2846;Offset from beginning;Отступ с начала
Str2847;Number of lines to be skipped from the beginning of the file (if they contain meta information).;Количество строчек, которые нужно пропустить с начала файла (если они несут мета информацию).
Str2848;Format of storage, where data needs to be imported.;Формат хранилища, в которое необходимо импортировать данные.
Str2849;Imported candels parameters.;Параметры импортируемых свечек.
Str2850;Security code. Must be completed, if the data file does not contain the security code.;Код инструмента. Необходимо заполнить, если файл с данными не содержит кода инструмента.
Str2851;Board code. Must be completed, if the data file does not contain the board code.;Код площадки. Необходимо заполнить, если файл с данными не содержит кода площадки.
Str2852;Date. Column can contain just a date or date with time.;Дата. Колонка может содержать как просто дату, так и дату со временем.
Str2853;Time. This column is optional and is only necessary in case the date and time are separate in file being exported.;Время. Колонка является необязательно и необходима только в том случае, если дата и время в экспортируемом файле разделены.
Str2854;securities;инструментов
Str2855;trades;сделок
Str2856;Number (line);Номер (строка)
Str2857;Date;Дата
Str2858;orders log;лога заявок
Str2859;candles;свечек
Str2860;Time (opening);Время (открытие)
Str2861;Time (closing);Время (закрытие)
Str2862;market depths;стаканов
Str2863;news;новостей
Str2864;Import;Импорт
Str2865;File path not specified.;Путь к файлу не указан.
Str2866Params;File {0} does not exist.;Файл {0} не существует.
Str2867Params;Field {0} is obligatory. It must be given a default value or an odinal number.;Поле {0} является обязательным. Для него необходимо задать или значение по-умолчанию, или порядковый номер.
Str2868Params;Field {0} is an enumeration. You have to set up corresponding values for it.;Поле {0} является перечисление. Для него необходимо задать значения соответствий.
Str2869Params;Field '{0}' has index {1}, which is greater than length {2} of values array.;Поле '{0}' имеет индекс {1}, которое больше длины {2} массива значений.
Str2870Params;Import '{0}' of type '{1}'.;Импорт '{0}' типа '{1}'.
Str2871Params;Creating security '{0}'.;Создание инструмента '{0}'.
Str2872Params;Unsupported type '{0}'.;Неподдерживаемый тип '{0}'.
Str2873;Cannot authorize, because authorization module was not found.;Невозможно произвести авторизацию, так как модуль авторизации не был найден.
Str2874Params;Unknown item {0} of candle formation.;Неизвестный пункт {0} построения свечек.
Str2875;Security must be selected.;Необходимо выбрать инструмент.
Str2876;Path to copied data in bin format should not be same as path to source data.;Путь для копирования данных в формате bin не должен совпадать с путем к исходным данным.
Str2879;Data erasing;Очистка данных
Str2881;Select at least one security.;Выберите хотя бы один инструмент.
Str2882;for all securities;по всем инструментам
Str2884Params;Do you really want to delete {0} data?;Вы действительно хотите удалить данные{0}?
Str2887;Must select type of data being glued.;Необходимо выбрать тип склеиваемых данных.
Str2888;Continuous furures contract must be created.;Необходимо создать непрерывный фьючерс.
Str2889;No data to combine.;Нет данных для склеивания.
Str2890;Stop;Остановить
Str2891;Glue;Склеить
Str2892;Gluing data;Склеивание данных
Str2895;Cannot determine path to database.;Невозможно определить путь к базе данных.
Str2896;Error updating databases.;Ошибка при обновлении базы данных.
Str2897Params;File {0} is not a .NET assembly.;Файл {0} не является .NET сборкой.
Str2899Params;Unknown type of task {0}. Data will be deleted.;Неизвестный тип задачи {0}. Данные будут удалены.
Str2900Params;Task {0} not found.;Задача {0} не найдена.
Str2903Params;License does not support simultaneous work of several copies '{0}'.;Лицензия не поддерживает одновременную работу нескольких копий '{0}'.
Str2904Params;Add task {0}...;Добавление задачи {0}...
Str2905;Task settings match default settings. Task will be disabled!;Настройки задачи соответствуют настройкам по умолчанию. Задача будет выключена!
Str2906;Initializing.;Инициализируется.
Str2907;Task has no selected securities.;Задача не имеет выбранных инструментов.
Str2908;Order log (OL) ;Лог заявок (ОЛ) 
Str2910Params;Unknown type of export '{0}'.;Неизвестный тип экспорта '{0}'.
Str2911;Too much data to display;Данных слишком много для отображения
Str2912Params;Uploaded {0} of {1};Выгружено {0} из {1}
Str2913;Data absent;Данные отсутствуют
Str2914;Unknown error during stream task processing.;Неизвестная ошибка в процессе выполнения потоковой задачи.
Str2915;S#.Data — error.;S#.Data - ошибка.
Str2916;Open data folder;Открыть папку с данными
Str2917Params;Cannot open data storage directory. Error '{0}'. Path can be incorrect in settings: '{1}';Невозможно открыть директорию хранения данных. Ошибка '{0}'. Возможно неверно задан путь в настройках: '{1}'
Str2918Params;{0:0} day(-s);{0:0} дни(-ей)
Str2919Params;{0:0} hour(-s);{0:0} час(-ы)
Str2920Params;{0:0} min(-s);{0:0} мин(-ы)
Seconds;{0:0} sec(-s);{0:0} сек(-ы)
Str2921;Create security;Создать инструмент
Str2922;Change security;Изменить инструмент
Str2923;Security code is not filled.;Не заполнен код инструмента.
Str2924;Volume step is not filled.;Не заполнен шаг объема.
Str2925;Price step is not filled.;Не заполнен шаг цены.
Str2926;Board not selected.;Не выбрана площадка.
Str2927Params;Security {0} already exists in the database.;Инструмент {0} уже существует в базе данных.
Str2928;Process must be stopped. Would you like to do it now?;Необходимо остановить операцию. Сделать это сейчас?
Str2929Params;Fi le{0} has wrong format.;Файл {0} имеет неправильный формат.
Str2930Params;New security added {0}.;Добавлен новый инструмент {0}.
Str2931Params;Dates cache for security {0} in directory '{1}' was reset.;Кэш дат для инструмента {0} в директории '{1}' сброшен.
Str2932;Start;Запустить
Str2933;Show;Показать
Str2934;Changes;Изменения 
Str2935;At least one change must be selected.;Необходимо выбрать хотя бы одно изменение.
Str2936;order log ;лог заявок
Str2937;candles;свечи
Str2938;One of the fields in incorrectly set.;Одно из полей задано неверно.
Str2940Params;Errors count esceeded {0}.;Количество ошибок превысило {0}.
Str2941;Loading...;Загрузка...
Str2942;Securities loading;Загрузка инструментов
Str2943;S#.Data — database error.;S#.Data - ошибка базы данных.
Str2944;S#.Data is working. Stop data download?;S#.Data в процессе работы. Остановить скачивание данных?
Str2945;S#.Data is already launched.;S#.Data уже запущена.
Str2946Params;{0}At least one task must be switched on.;{0}Необходимо включить хотя бы одну задачу.
Str2947;Autostart of quotes downloading is impossible.;Автостарт скачивания котировок невозможен.
Str2949;Continue?;Продолжить?
Str2950;Autostart of quotes downloading was successful.;Автостарт скачивания котировок произведен успешно.
Str2951;No task was launched. Detailed information is available in the log.;Ни одна из задач не была запущена. Детальная информация доступна в логе.
Str2952Params;Automatic {0} start is enabled in mode {1}. To work in selected mode {0} must be restarted. Restart now?;Установлен автоматический запуск {0} в режиме {1}. Для работы в выбранном режиме необходимо перезапустить {0}. Перезапустить сейчас?
Str2953;Manual selection of {0} start mode is enabled. To work in selected mode {0} must be restarted. Restart now?;Установлен ручной выбор режима запуска {0}. Для работы в выбранном режиме необходимо перезапустить {0}. Перезапустить сейчас?
Str2954;S#.Data settings will be reset. This operation is irreversible. Are you sure you want to continue?;Настройки S#.Data будут сброшены. Данная операция не обратима. Вы уверены, что хотите продолжить?
Str2955;Data processing error;Ошибка обработки данных
Str2956Params;Error subscribing to {0} for {1};Ошибка подписки на {0} для {1}
Str2957; market depth; стакан
Str2958;Connection restored.;Подключение восстановлено.
Str2959;Error connection;Ошибка соединения
Str2960;Error registering order;Ошибка регистрации заявки
Disconnect;Disconnect;Отключиться
Connect;Connect;Подключиться
Connected;Connected;Подключен
Disconnected;Disconnected;Не подключен
Str2965;Smart login is not specified.;Не указан логин Smart.
Str2966;Smart password is not specified.;Не указан пароль Smart.
